model,log_loss,brier
uniform,1.0986122886681098,0.6666666666666669
base_rate,1.0650720234131756,0.6441007446507682
home_always,3.819609687652952,1.1023201747572817
elo,0.9747324587549406,0.5782123001500903
pinnacle_close,0.9523069006136319,0.5632953376012052
