step,full_kelly,half_kelly
166,16.4769033063342,8.052744881886145
167,16.306067960372232,8.01099876514734
168,15.862587374867879,7.902060104046571
169,14.057117220613698,7.452356239922147
170,9.341920919271892,6.202479681760091
171,8.82508668625488,6.030906091230493
172,8.492249437537327,5.917178585652248
173,8.31462429930162,5.855296296868074
174,10.182906792422227,6.513134051749637
175,10.206687836166456,6.520739401035165
176,9.82908376900039,6.400119580076395
177,9.541372273234943,6.306449202412661
178,11.03381683075885,6.7996710115985355
179,10.757201226335043,6.714437808274323
180,10.52057294794088,6.640588401466399
181,10.26527821021531,6.560017348792522
182,9.494068857794854,6.313597006945638
183,12.320279585450049,7.25331820859205
184,13.791340595647483,7.686347083351352
185,12.360751005620862,7.287690837915566
186,12.228214420117189,7.248620167394636
187,10.583252085615888,6.761071178522865
188,11.93062702896389,7.191453910713257
189,16.013231458089614,8.421894754956176
190,14.154645400206851,7.933148426225319
191,11.480456628436386,7.183757118764863
192,9.932016921950312,6.699298393626048
193,10.005167367896481,6.723968944878188
194,10.005167367896481,6.723968944878188
195,10.858355124082015,7.010661199280123
196,9.829610464364091,6.678558399756847
197,8.967616059983694,6.385724823554164
198,8.85891514239315,6.347022556242649
199,8.513673074915596,6.223347187734044
200,9.001385594425363,6.401601879334583
201,6.7613358207732865,5.605063019267586
202,6.087959073379329,5.3259525590789
203,5.853795856719812,5.223525607125227
204,5.9141791022126595,5.250466538855118
205,5.856160895134509,5.224712951616423
206,4.483249090435817,4.61227502377568
207,4.338882332617244,4.538014239028011
208,4.245183141607358,4.489014493195795
209,4.718275543893878,4.739147241259157
210,4.497288911386048,4.628165148324803
211,3.440691620861468,4.084492409906808
212,3.2059766395782323,3.9451757164649877
213,3.382691560550651,4.05390567512263
214,2.9187537640783434,3.7759081053831034
215,2.851354398022315,3.7323117911409183
216,2.469124092418994,3.482149503786503
217,2.642953861384649,3.6047235869614935
218,2.5315046276230784,3.5287208069737557
219,2.4287142205735353,3.4570798855716895
220,2.517126773994755,3.52000397467929
221,2.438706959963366,3.4651720011895284
222,2.381515266696937,3.4245400069686185
223,2.190516355706126,3.2872149557455255
224,2.056621030865408,3.186749439207775
225,2.0167600133164587,3.1558669690263548
226,1.9386842295078943,3.0947796840803625
227,3.1918308076329835,4.094997386408497
228,3.755538802518068,4.456605332580284
229,4.310347188071962,4.7857940508491374
230,4.310347188071962,4.7857940508491374
231,5.066478893397173,5.205561932542963
232,3.8637721418620914,4.587700434100456
233,3.2971628609973513,4.2513149604819525
234,2.977187341978629,4.045029015816667
235,2.8094316229707457,3.931066293117279
236,2.646711424332536,3.817224069151774
237,2.569067450417613,3.7612329922009913
238,3.7955455990944493,4.659043222186785
239,4.383192491755829,5.019712354043129
240,4.767106757072164,5.239545179560886
241,4.448566472108439,5.064490759801814
242,4.789216740595488,5.258398184574875
243,3.8919219018127142,4.7657984749721445
244,4.4636414361466965,5.1158440506004235
245,2.84737652236809,4.189631745957239
246,2.707203824803121,4.086506644829722
247,2.3133265345369036,3.7892290351474367
248,2.239079613617667,3.72842080416119
249,1.960392433932617,3.496391743588408
250,2.847182316035518,4.287193821890271
251,2.545771633779036,4.060266658226755
252,2.545771633779036,4.060266658226755
253,2.4746503015919745,4.003550735648277
254,2.409561310797066,3.9508994424914374
255,3.562515030008335,4.896134615806742
256,4.201379937078444,5.335145898563744
257,4.531674542722134,5.544859128146479
258,3.960995054160977,5.195723577748645
259,4.230818134132861,5.372689986348167
260,4.049731120777889,5.2577093428337704
261,3.6526204136633753,4.999927700958463
262,4.348569791077031,5.476256497345136
263,4.304372949144927,5.448427434639341
264,3.510822148619626,4.946193543263716
265,3.7931748699563737,5.145088723378132
266,3.4321419156100137,4.9002349207116715
267,3.3506796742992133,4.842081130832666
268,3.2765308311099153,4.78850473001556
269,3.2256826835693833,4.751348571938468
270,3.3363570557631266,4.832858839974357
271,3.313038610362275,4.815969946923282
272,4.293353216136552,5.528482874658618
273,4.231022997591746,5.488352057503446
274,3.8868365765844066,5.2651180721321085
275,3.8528419439581247,5.242093467023368
276,2.1857211149075777,4.107969185023048
277,2.1052118320923907,4.032312311266974
278,1.6386853435783468,3.5855210491027276
279,1.8072856311343681,3.7699737514735245
280,1.8304384431255585,3.794121980169617
281,2.6040930338984447,4.595935310449741
282,2.834138135284804,4.798937351984866
283,4.000154044600474,5.7861223502314765
284,3.3106008959186073,5.287411695494788
285,3.3106008959186073,5.287411695494788
286,3.3001851462494263,5.2790941183615745
287,3.743456983461909,5.633630855690264
288,4.143786881535379,5.934864565093858
289,3.65210754657359,5.582765103191461
290,3.4118026553433753,5.399095024507043
291,3.3727263548020208,5.3681763751680265
292,2.922810323130835,5.010123518524638
293,2.71420754558317,4.8313357139329245
294,2.625371818346148,4.752271159276473
295,2.3311428852595895,4.4859744650023705
296,2.5786576923980182,4.724129129727981
297,3.346288967378996,5.427283580533646
298,3.07795476273068,5.209680462993555
299,2.4826137008328057,4.705849682804377
300,2.288032235403055,4.521432927377418
301,2.2173196058545033,4.451564503612413
302,2.1044833531853535,4.338297598882851
303,1.8314361488748747,4.05686034516239
304,1.0537623443050141,3.1955379285525547
305,1.0045034518598752,3.1208490482857485
306,0.9673410652674618,3.0631199291800737
307,1.0503853805775094,3.194601319955616
308,1.9359620061097778,4.541280505118962
309,1.8837104347518085,4.47999597535523
310,2.2251537640760803,4.886020360251248
311,2.1955849783286157,4.853556606167716
312,2.1698098144833504,4.825067338389187
313,2.584207412248964,5.285821156705263
314,2.2044456097231357,4.897432639439808
315,2.417117044176072,5.133669818522921
316,3.5553676978255377,6.3424244877752125
317,3.9875122268716146,6.727876046689389
318,7.228735332869833,9.462230959743767
319,12.295037227831365,12.778061214583225
320,10.543274332811064,11.867769806301206
321,9.887513569352631,11.49869955625043
322,8.83660651324412,10.887622544068563
323,8.281367117960603,10.545566068634052
324,7.9541823613681055,10.33724608848168
325,7.497976841965893,10.040804008910527
326,6.17429838489879,9.154511863818815
327,4.706741719728473,8.066553033145274
328,5.113644889055257,8.41523437048863
329,8.248106626182635,10.994337017967245
330,7.999695370296244,10.828776775474632
331,6.251127303948224,9.645303381130564
332,6.208148923860065,9.612146200463485
333,5.730010043985288,9.241992320953731
334,5.2384466150104245,8.845568457734142
335,8.800569902806977,11.853044500995367
336,13.531791175802944,15.039166360841648
337,16.81234766133915,16.86216355689428
338,15.901375016373436,16.40532760379917
339,14.87927044155587,15.878078847702344
340,13.658747159496388,15.226851860999007
341,12.957236915395688,14.835827982997577
342,10.965095271719346,13.695342903642766
343,10.823959454048259,13.60720397866795
344,18.611361285607316,18.502120928224922
345,16.739317761637338,17.571593194872648
346,16.095861638053183,17.23386888007762
347,12.919516314452837,15.5334094683441
348,14.839911780485437,16.687875641418447
349,17.83416264440261,18.371433023544103
350,16.11966980283811,17.488361274222758
351,15.183562157479066,16.980565863589764
352,11.41135560934719,14.871238649156545
353,11.364279136285306,14.840563701778233
354,9.270308634256804,13.47331012360027
355,9.270308634256804,13.47331012360027
356,5.4859687254033815,10.723262244035418
357,5.272694562371294,10.514821866907486
358,4.28257522138952,9.527572522739039
359,3.5854731708263943,8.752140685684777
360,4.085818282390672,9.362811941495053
361,5.211203148126152,10.652243596482991
362,4.991965866764442,10.428171644180061
363,5.7634614323529805,11.233995281140908
364,5.2737154953626675,10.756694998170076
365,6.065027427837264,11.563706782700978
366,5.397969602466482,10.92779365687654
367,5.071806322416496,10.597646834522475
368,4.066175134774797,9.54700299139063
369,3.7787358404851057,9.209562557632864
370,5.235381490980837,10.98463626069728
371,6.9225512524266195,12.754607195141757
372,4.63156816402103,10.644071041792003
373,4.427413011276264,10.409480739716367
374,3.6535354571553365,9.499732374925971
375,2.241941723013925,7.664556166330103
376,2.0201816325180606,7.285489072032255
377,1.983717177930063,7.219737215579789
378,2.2070983887949813,7.626235092213991
379,2.0798868269953523,7.406456653324062
380,1.441699455378473,6.2701671583308345
381,1.3785775551835426,6.132903852828028
382,1.5848883984652267,6.591813313846339
383,1.7564961892565591,6.948685924306956
384,2.0064574125565513,7.443108298972724
385,1.9376738624856191,7.315529360799938
386,1.6980887562704268,6.863262363535681
387,1.468296717694589,6.398880556644274
388,1.30651298492283,6.0463514085712635
389,1.2503206234754443,5.916326384821341
390,1.3161666144485877,6.072112975242549
391,2.0193925805091464,7.694273675175191
392,1.9370857529304846,7.537471262697769
393,1.7571611041570125,7.18741529136832
394,1.4275397416723399,6.5132808550098025
395,1.5661246251539,6.829433968658597
396,1.3382411567262413,6.3325657516663965
397,1.139392885927833,5.862090104169299
398,0.9973539605028929,5.4967003472978835
399,0.8791856133945064,5.171070721150527
400,0.7550397075446538,4.805978726291633
401,0.6731942231499092,4.545497288750208
402,0.5094415496144962,3.992657329653391
403,0.401590327245115,3.5700249650268305
404,0.3683668625889094,3.4223513406880817
405,0.4961818778558762,4.016090807078593
406,0.5216585923270893,4.119194934162538
407,0.49190243638955616,4.001712534178237
408,0.558727852039623,4.273530768472127
409,0.5330620639838992,4.175376063500088
410,0.5563346478035385,4.266520975117036
411,0.5039865755126325,4.065792735991649
412,0.5039865755126325,4.065792735991649
413,0.43661105947667467,3.794024699904525
414,0.47303801954442337,3.952294609976349
415,0.4403230974898631,3.8156258806567047
416,0.6019766976724056,4.516031632789706
417,0.5682013263520598,4.389340146323807
418,0.35244191480545145,3.555972286089407
419,0.3273416151851573,3.429347208207317
420,0.3177914561423818,3.379321776468745
421,0.31520555374363746,3.365572828661941
422,0.2785355345637747,3.169802768914462
423,0.1704223528778873,2.554625493237967
424,0.129387851326821,2.247072575459103
425,0.12721866129889786,2.2282364661462073
426,0.08305907463083341,1.8415086058657848
427,0.08029363861138204,1.8108522672813163
428,0.0826024654637216,1.8368876071452542
429,0.09810614948492571,2.0092706279411243
430,0.09178238146526545,1.9445134164588354
431,0.12327604649919433,2.2781278488491687
432,0.10651986959507456,2.1233016910936637
433,0.11152279160845009,2.173164279227649
434,0.13185869070868592,2.371299785312226
435,0.1292700466765207,2.3480231586267513
436,0.12522768812771826,2.311311051947421
437,0.1164983377368525,2.230752813045206
438,0.09595569755965788,2.034073816362165
439,0.11152661228037375,2.1991103422574874
440,0.1003299790231405,2.0887212992703956
441,0.08602139918252999,1.9397795982634563
442,0.10374055767605107,2.1395628061091925
443,0.10206302272116521,2.1222639238020924
444,0.12021634969759075,2.3110009899396697
445,0.11876976794970467,2.2970966755107134
446,0.1259550468510251,2.3665810256183515
447,0.11505833315626006,2.264211344861821
448,0.11116579329514506,2.225911064160319
449,0.09936196785608677,2.107735027875224
450,0.1105801258683708,2.2267187049345227
451,0.10027388347513794,2.12295185472349
452,0.1267240765427095,2.4029474252776013
453,0.1202087587666499,2.3411755564189978
454,0.15050213894477776,2.636171203666364
455,0.13517819359574731,2.50196532546787
456,0.14391244613535584,2.582794919416031
457,0.12843283705304637,2.4438887415072363
458,0.10527847861231994,2.2235919809258964
459,0.08662795148544435,2.0266326255761866
460,0.08319597106467447,1.9864875951800818
461,0.10838362060342105,2.287192982232824
462,0.10535024056294663,2.255186644455992
463,0.1050997803624994,2.252505898327658
464,0.0958931962880449,2.1538478190261063
465,0.09035886260845917,2.091694751931895
466,0.12479751586876467,2.4903006451928813
467,0.14087505403345446,2.6507121060537826
468,0.13390965067088528,2.58518141595614
469,0.1519350761532514,2.7591755782075347
470,0.10161829134975986,2.302293443684226
471,0.09452461594604093,2.221935261330057
472,0.07619579432059698,2.006512777670082
473,0.07751240055841967,2.023848296401181
474,0.06648372717412207,1.8798689996720515
475,0.06450289456520673,1.851864358737233
476,0.06881474858103578,1.9137605637511004
477,0.03763298404298114,1.4801730515419314
478,0.048450727372509036,1.6929137172379733
479,0.040900501382884924,1.5610077393585395
480,0.04032865162460556,1.5500951359888662
481,0.03909684075533058,1.526421842189026
482,0.03833155605671961,1.511482690369022
483,0.03578136172642619,1.4612032993939716
484,0.0329589447073564,1.4035737841722995
485,0.04151197902950286,1.5856914893397713
486,0.05048064630343628,1.75698589278039
487,0.054558473305039906,1.82795055983269
488,0.05293700274060146,1.8007873361713005
489,0.030580379833014353,1.4205285254409572
490,0.0444690979374526,1.7431098726461864
491,0.0374896267001845,1.6063184176379914
492,0.058037501543948156,2.046525919153277
493,0.061464196755680066,2.106942205014044
494,0.058643658571943494,2.0585993383221513
495,0.033642809104967614,1.6197903227909207
496,0.05307818060915043,2.0876648481329987
497,0.06597108905586603,2.3412160385233207
498,0.13319625659031503,3.5340767497569074
499,0.128273464978119,3.4687688956703187
500,0.12309771111454305,3.398787570940842
501,0.10287461462252655,3.1196028144548107
502,0.10042478320105469,3.082458077507772
503,0.10042478320105469,3.082458077507772
504,0.12027810488117772,3.3871489607120524
505,0.11350108669766941,3.291725233676804
506,0.0975292242998349,3.0601195988170757
507,0.08782449070527176,2.9078696158646764
508,0.09916845038382878,3.0956689153992984
509,0.0865377669404005,2.8985275162711863
510,0.11150061729274945,3.3165849216620336
511,0.0623387033146216,2.5854245631870163
512,0.059820742941746184,2.5332098374145864
513,0.04990936518691748,2.323352868107852
514,0.05956099719572816,2.5480015570423866
515,0.04625144800688891,2.2633123002016116
516,0.05814538301130982,2.5543268581598277
517,0.056058022500284674,2.5084779812598623
518,0.059619741020768564,2.588167667816625
519,0.05348985570468573,2.455114666320167
520,0.04204044434779822,2.1923581363884104
521,0.06639098104742314,2.82728360027261
522,0.06152366858428597,2.7236454819067997
523,0.06595108916723225,2.8216461728987765
524,0.05664982072188942,2.6226738068370383
525,0.04587691108583445,2.3733011913030015
526,0.04579196378507989,2.3711039473592934
527,0.040519695077567565,2.234605137190395
528,0.03883282720656662,2.188090922274857
529,0.030142807172288323,1.9432651483201906
530,0.026926633867034,1.8395940227455911
531,0.03799436241383572,2.2176607239271653
532,0.03685536600195796,2.184420166028035
533,0.03203936970121909,2.041697944272165
534,0.03028102845115731,1.9856730950154788
535,0.028067331615392474,1.91309170541061
536,0.023439783578901443,1.7553830231904397
537,0.0289925840547601,1.9633049874371529
538,0.03344029303889301,2.113898829205864
539,0.03905232481245743,2.291278665288733
540,0.036584599193214766,2.218885445546877
541,0.03204080175129759,2.0810929558965725
542,0.024778163934042807,1.8452339327667144
543,0.024460984793239087,1.833423741443928
544,0.03182462430127032,2.1093871094680656
545,0.027934096368374114,1.9804518957639228
546,0.023324155774788833,1.817035734605021
547,0.02125058360517652,1.736266364711243
548,0.0205627418716408,1.7081665137054611
549,0.01092143415865003,1.307710215453372
550,0.010554215673761433,1.285725219846738
551,0.011538254416252088,1.3456635169042774
552,0.009977896182563674,1.2546741404948718
553,0.009162769723382744,1.2034249557541719
554,0.00842840821872459,1.1551999654984668
555,0.0075635548611759145,1.0959314451044317
556,0.0073694952371682245,1.0818721801107416
557,0.006550676579292345,1.021769208468689
558,0.0062154776581925895,0.9956271808364336
559,0.005580562986405533,0.9447752319190549
560,0.00534964269723434,0.9252281207863614
561,0.006554868558292316,1.0294508625337948
562,0.007060596979274764,1.0691635245466444
563,0.007985812383753864,1.139214723172014
564,0.005994364079291914,0.9971698616188952
565,0.005127202548887982,0.9250431662900838
566,0.00447983877897825,0.866644904689451
567,0.0035015485282778296,0.7720175862851204
568,0.0027539023341767964,0.6895974790805774
569,0.002524086135459854,0.6608236425286618
570,0.005682839055343334,1.0743155953270864
571,0.005283671744898412,1.036585187816026
572,0.0042848218925220696,0.9386047480938523
573,0.00364229934924257,0.8682313784408487
574,0.0029377260189505498,0.7842552118608953
575,0.0027992328405338726,0.7657691453795731
576,0.003510944184975411,0.8631184226704895
577,0.003964192815319455,0.9188309635553927
578,0.00389306488304203,0.9105878546054939
579,0.0029282130367173334,0.7977484338467993
580,0.0027048582949852945,0.7673235820387594
581,0.0017662581993576495,0.6341909168610366
582,0.0015081337863960017,0.5878499690370156
583,0.0013016394700291582,0.5476056357498973
584,0.0014375576013594049,0.5761963232754417
585,0.0013123554827968989,0.5511048068333204
586,0.0013892852474172485,0.567257580844092
587,0.0018420298381656586,0.6596874118545479
588,0.0017484246600454614,0.6429259684699529
589,0.0015526394438826253,0.6069291644354234
590,0.001309325121495728,0.5593731916165935
591,0.001490115453826557,0.5979920432482623
592,0.0014755718558206042,0.5950738277954168
593,0.0014471566334563733,0.5893441321952873
594,0.0007424269524125486,0.4458460848156236
595,0.0005462830603532691,0.38695141103596387
596,0.000540195690336721,0.3847954624185218
597,0.00039911025893478967,0.3345460483747123
598,0.0004666428009153587,0.362849937526294
599,0.0004666428009153587,0.362849937526294
600,0.00045251239740462675,0.3573562108245931
601,0.0004419426822558083,0.35318267505326306
602,0.0004008547618783962,0.33676477493418133
603,0.0003490903321443919,0.3150206943009861
604,0.00030575597892522284,0.29546813615030615
605,0.0002724584452623957,0.27937955426166916
606,0.0003162793068630954,0.30184656344095023
607,0.000282733459438974,0.28583903695571533
608,0.00027139283748207747,0.28010644261567785
609,0.00023207695354094787,0.25981734344266094
610,0.0002445837025988914,0.26681819007081514
611,0.0002255210724721363,0.2564204071965583
612,0.0002194368657648029,0.25296149591997413
613,0.00011981313358270321,0.19553958498882335
614,0.00015858279579409175,0.22717636566670646
615,0.00014365018926115224,0.21648057970487736
616,8.109965032650707e-05,0.1693488042471808
617,6.935083961975726e-05,0.15708212346308223
618,7.897643431837218e-05,0.16798328099155335
619,7.0852372145484e-05,0.15934332003003615
620,4.823100388317118e-05,0.1339061764779641
621,6.623171132536186e-05,0.15889431391463094
622,6.026152262871007e-05,0.1517328725301916
623,7.821913027210986e-05,0.1743406599926099
624,7.420225105628663e-05,0.16986409926404525
625,6.747421179923516e-05,0.16216317165104557
626,6.471954175863919e-05,0.15885297343810237
627,9.531030956527685e-05,0.1963952233814149
628,9.465962926372903e-05,0.19572483156464693
629,9.1004658786451e-05,0.19194619601217752
630,0.00014017240908361864,0.2437982811793988
631,0.0001378132551298977,0.24174667315355813
632,0.00012580029064710436,0.23121033470160787
633,7.907412448580183e-05,0.18827095649387407
634,6.540741066356464e-05,0.172001125495602
635,5.874161443843095e-05,0.16323664115494604
636,5.753164867268362e-05,0.1615554586627617
637,5.392464048055465e-05,0.15649101260286266
638,6.474120331725586e-05,0.1721860163721345
639,6.158372416769507e-05,0.16798719299008563
640,5.62222223198043e-05,0.16067467935266916
641,6.527912779857661e-05,0.1736163181183123
642,5.5997836085448555e-05,0.16127405996508348
643,5.513474620261677e-05,0.16003120828321965
644,5.452287607133406e-05,0.1591432172869272
645,4.4035387885057076e-05,0.14383759942994606
646,3.5235115840026926e-05,0.129464954313345
647,3.119295272832402e-05,0.12203886176181694
648,3.0969287967733095e-05,0.12160133035790531
649,4.184268677504899e-05,0.14294860450026362
650,3.879379588042431e-05,0.13774058928600103
651,1.853077912061479e-05,0.10176782861814561
652,2.361260491555767e-05,0.11572208205781051
653,2.1990502834263937e-05,0.11174723407240379
654,2.0258003524023106e-05,0.10734528820943552
655,2.52759137907304e-05,0.12064000955623604
656,2.4236116536608424e-05,0.1181585730449312
657,1.9895729570862157e-05,0.10757820779621785
658,1.800066377850777e-05,0.10245480227164803
659,2.440768240975636e-05,0.12068829174438336
660,2.1886168808564905e-05,0.11445424698689377
661,2.1598608504948394e-05,0.11370234521958056
662,1.5704606141512285e-05,0.09818833904416197
663,1.8110221879119737e-05,0.10570853444179792
664,2.005272391757535e-05,0.11137768209238785
665,2.133222058001279e-05,0.11493099916524514
666,1.78351711102731e-05,0.10551052209442273
667,1.7730118485558114e-05,0.10519978335206541
668,1.586030548344973e-05,0.09965261447976204
669,1.2783816743344083e-05,0.08998760056533919
670,1.2619453847721983e-05,0.08940911047525303
671,1.6730612885515563e-05,0.10397293696992238
672,1.5810766767721673e-05,0.10111473018808323
673,1.4548568977578953e-05,0.09707865809653764
674,1.4094013691105933e-05,0.09556209597590935
675,1.2582646019178877e-05,0.09043830846991585
676,1.1135248215457063e-05,0.08523669154243693
677,1.5224549639633214e-05,0.10088782555275516
678,1.8626453492943184e-05,0.11215944575249233
679,1.8143124768143678e-05,0.11070426047231247
680,1.679944059653627e-05,0.10660486843188145
681,1.9864578129553838e-05,0.11633015010287742
682,1.2150517176335143e-05,0.0937427620713242
683,1.2042832114080003e-05,0.09332736019899568
684,9.711756012252769e-06,0.08429488440984362
685,8.198287062786809e-06,0.07772667522130125
686,1.0789153372017961e-05,0.09000847400543452
687,1.0565478727265977e-05,0.08907547153741657
688,9.641847404689325e-06,0.08518199459666405
689,1.2136262926483908e-05,0.09620059303434528
690,1.0692924174695402e-05,0.09048013177239841
691,8.913369184319176e-06,0.08295111691196821
692,9.156625888695733e-06,0.08408303543273692
693,1.0796722787365912e-05,0.09161333793282353
694,6.707700245393725e-06,0.07426506423300278
695,6.5677195789705984e-06,0.07349015831868208
696,5.8936259279622255e-06,0.06971873898975357
697,4.86508254997232e-06,0.06363515409768428
698,5.387720392072537e-06,0.0670531988356423
699,5.000826843429609e-06,0.06464564534757032
700,5.701927644536774e-06,0.06917720734324505
701,5.777052615587673e-06,0.069632924779788
702,5.425184776753209e-06,0.06751232900332955
703,4.185813630023961e-06,0.059800809851599
704,8.54182373716303e-06,0.09091697449163527
705,7.215960807505698e-06,0.08386090251776566
706,6.941154611471297e-06,0.08226406072277226
707,6.329739207297016e-06,0.07864092330895445
708,5.804194413248642e-06,0.07537622894393753
709,5.404205125669184e-06,0.0727789964970977
710,5.052828902526675e-06,0.07041298629591335
711,4.505995724154815e-06,0.06660282788390037
712,5.1381934482631945e-06,0.0712750644754344
